"Kunde","customname","customform","name","fieldobjectid","fieldparentid","fieldparenttype","elementtype","fieldtype","blocktype","specialtype","fieldrelation","fieldlabel","language"
scan_hide,form32563,32563,EHS - Arbejdsulykker,32575,"",customform,field,userrelation,"","","",Hvem skal behandle sagen? (Afdelings-/Arbejdsleder/AMR),DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32576,"32564",customformelement,block,"",layout_fieldset,"","",Om den tilskadekommende,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32580,"32576",customformelement,field,decimal,"","","",Lønnummer,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32581,"32576",customformelement,field,string,"","","",Fornavn,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32582,"32576",customformelement,field,string,"","","",Telefonnummer,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32583,"32576",customformelement,field,string,"","","",Mail,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32620,"32621",customformelement,special,"","",layout_buttonupload,"",Upload fotos fra skadesstedet (mindst ét),DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32621,"",customform,block,"",layout_fieldset,"","",Behandling af Arbejdsulykke,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32622,"32621",customformelement,field,radiobutton,"","","",Oprettet fra Afvigelse?,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32624,"32621",customformelement,field,listselect,"","",form1089,Vælg afvigelse,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32628,"32621",customformelement,field,text,"","","",Vurderet årsag til hændelsen?,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32631,"32621",customformelement,field,radiobutton,"","","","5 x Hvorfor?",DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32633,"32621",customformelement,field,text,"","","","5 x Hvorfor analyse",DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32634,"32621",customformelement,field,radiobutton,"","","",Fiskeben?,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32636,"32621",customformelement,field,text,"","","",Metode,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32637,"32621",customformelement,field,text,"","","",Miljø,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32638,"32621",customformelement,field,text,"","","",Mennesker,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32639,"32621",customformelement,field,text,"","","",Måling,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32640,"32621",customformelement,field,text,"","","",Maskiner,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32641,"32621",customformelement,field,text,"","","",Materialer,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32642,"32621",customformelement,special,"","",layout_linebreak,"",blank,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32643,"32621",customformelement,field,text,"","","",AMG tiltag til sikring mod gentagelser,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32644,"32621",customformelement,field,radiobutton,"","","",Brug for geninstruktion,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32646,"32621",customformelement,field,date,"","","",Geninstruktion foretaget,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32647,"32621",customformelement,field,listselect,"","",document,Medarbejder henvist til dokument,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32648,"32621",customformelement,field,combo,"","","",Anbefalet sanktion af medarbejder,DA
scan_hide,form33026,33026,EHS - Miljø,82962,"33031",customformelement,field,riskmatrix,"","","",Påvirkning,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32649,"",customform,block,"",layout_fieldset,"","",QEHS Analyse,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32650,"32649",customformelement,field,combo,"","","",Behandlet af,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32651,"32649",customformelement,field,radiobutton,"","","",Oprettes i SafetyNet?,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32653,"32649",customformelement,field,date,"","","",Oprettet den,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32654,"32649",customformelement,field,radiobutton,"","","",Har andre end arbejdsleder været involveret?,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32655,"36249",customformelement,field,date,"","","",Dato for evaluering af tiltag,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32656,"36249",customformelement,field,combo,"","","",Effekt af tiltag,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32662,"36249",customformelement,field,text,"","","",Kommenter effekt,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32663,"32649",customformelement,field,radiobutton,"","","",Behov for handleplan?,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32664,"32649",customformelement,field,radiobutton,"","","",Handleplan oprettet (i SN),DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32666,"32649",customformelement,field,decimal,"","","",Handleplingsplannr. i SN?,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32667,"32649",customformelement,field,string,"","","",Handlingsplan oprettet af?,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32668,"36249",customformelement,field,text,"","","",Vurdering,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,32669,"",customform,special,"","",responsible,"",Ansvarlig,DA
scan_hide,form33026,33026,EHS - Miljø,33027,"",customform,block,"",layout_fieldset,"","",Opret,DA
scan_hide,form33026,33026,EHS - Miljø,33028,"33027",customformelement,field,autonum,"","","",Nummer,DA
scan_hide,form33026,33026,EHS - Miljø,33029,"33027",customformelement,field,date,"","","",Dato for hændelsen,DA
scan_hide,form33026,33026,EHS - Miljø,33031,"33027",customformelement,block,"",layout_fieldset,"","",Hvad skete der?,DA
scan_hide,form33026,33026,EHS - Miljø,33032,"38038",customformelement,field,relation,"","",form37857,Afdeling,DA
scan_hide,form33026,33026,EHS - Miljø,33034,"33031",customformelement,field,text,"","","",Hvad er der sket?,DA
scan_hide,form33026,33026,EHS - Miljø,33035,"33031",customformelement,field,text,"","","",Hvad har du gjort for at stoppe hændelsen?,DA
scan_hide,form33026,33026,EHS - Miljø,33036,"",customform,field,text,"","","",Forslag til forebyggende tiltag?,DA
scan_hide,form33026,33026,EHS - Miljø,33037,"33031",customformelement,field,userrelation,"","","",Hvem har du kontaktet?,DA
scan_hide,form33026,33026,EHS - Miljø,33038,"33031",customformelement,field,userrelation,"","","",Hvem skal behandle sagen?,DA
scan_hide,form33026,33026,EHS - Miljø,33039,"",customform,block,"",layout_fieldset,"","",Din info,DA
scan_hide,form33026,33026,EHS - Miljø,33043,"33039",customformelement,field,listselect,"","",employee,Hent,DA
scan_hide,form33026,33026,EHS - Miljø,33044,"33039",customformelement,field,string,"","","",Lønnummer,DA
scan_hide,form33026,33026,EHS - Miljø,33045,"33039",customformelement,field,string,"","","",Telefonnummer,DA
scan_hide,form33026,33026,EHS - Miljø,33046,"33039",customformelement,field,string,"","","",Initialer,DA
scan_hide,form33026,33026,EHS - Miljø,33078,"33031",customformelement,special,"","",layout_linebreak,"",blank 5px,DA
scan_hide,form33026,33026,EHS - Miljø,33083,"",customform,special,"","",layout_buttonupload,"",Upload af filer,DA
scan_hide,form33026,33026,EHS - Miljø,33084,"",customform,block,"",layout_fieldset,"","",Behandling af Miljøhændelse,DA
scan_hide,form33026,33026,EHS - Miljø,33085,"33084",customformelement,field,radiobutton,"","","",Oprettet fra Afvigelse?,DA
scan_hide,form33026,33026,EHS - Miljø,33087,"33084",customformelement,field,listselect,"","",form1089,Vælg afvigelse,DA
scan_hide,form33026,33026,EHS - Miljø,33091,"33084",customformelement,field,text,"","","",Årsag til hændelsen?,DA
scan_hide,form33026,33026,EHS - Miljø,33092,"33084",customformelement,field,radiobutton,"","","",Brug for Årsagsanalyse?,DA
scan_hide,form33026,33026,EHS - Miljø,33094,"33084",customformelement,field,checkbox,"","","","5 x Hvorfor?",DA
scan_hide,form33026,33026,EHS - Miljø,33096,"33084",customformelement,field,text,"","","","5 x Hvorforanalyse",DA
scan_hide,form33026,33026,EHS - Miljø,33097,"33084",customformelement,field,checkbox,"","","",Fiskeben?,DA
scan_hide,form33026,33026,EHS - Miljø,33099,"33084",customformelement,field,text,"","","",Metode,DA
scan_hide,form33026,33026,EHS - Miljø,33100,"33084",customformelement,field,text,"","","",Miljø,DA
scan_hide,form33026,33026,EHS - Miljø,33101,"33084",customformelement,field,text,"","","",Mennesker,DA
scan_hide,form33026,33026,EHS - Miljø,33102,"33084",customformelement,field,text,"","","",Måling,DA
scan_hide,form33026,33026,EHS - Miljø,33103,"33084",customformelement,field,text,"","","",Maskiner,DA
scan_hide,form33026,33026,EHS - Miljø,33104,"33084",customformelement,field,text,"","","",Materialer,DA
scan_hide,form33026,33026,EHS - Miljø,33105,"33084",customformelement,special,"","",layout_linebreak,"",blank,DA
scan_hide,form33026,33026,EHS - Miljø,33106,"33084",customformelement,field,text,"","","",Tiltag til sikring mod gentagelser,DA
scan_hide,form33026,33026,EHS - Miljø,33107,"33084",customformelement,field,radiobutton,"","","",Brug for geninstruktion,DA
scan_hide,form33026,33026,EHS - Miljø,33109,"33084",customformelement,field,date,"","","",Geninstruktion foretaget,DA
scan_hide,form33026,33026,EHS - Miljø,33110,"33084",customformelement,field,listselect,"","",document,Medarbejder henvist til dokument,DA
scan_hide,form33026,33026,EHS - Miljø,33111,"33084",customformelement,field,radiobutton,"","","",Anbefalet sanktion af medarbejder,DA
scan_hide,form26016,26016,Change Management,88297,"74741",customformelement,field,decimal,"","","",Miljøscore,DA
scan_hide,form33026,33026,EHS - Miljø,33112,"",customform,block,"",layout_fieldset,"","",QEHS Analyse,DA
scan_hide,form33026,33026,EHS - Miljø,33113,"33112",customformelement,field,combo,"","","",Behandlet af,DA
scan_hide,form33026,33026,EHS - Miljø,33114,"33112",customformelement,field,radiobutton,"","","",Oprettes i SafetyNet?,DA
scan_hide,form33026,33026,EHS - Miljø,33116,"33112",customformelement,field,date,"","","",Oprettet den,DA
scan_hide,form33026,33026,EHS - Miljø,33117,"33112",customformelement,field,radiobutton,"","","",Har andre end arbejdsleder været involveret?,DA
scan_hide,form33026,33026,EHS - Miljø,33118,"33112",customformelement,field,date,"","","",Dato for opfølgning på effekt af tiltag,DA
scan_hide,form33026,33026,EHS - Miljø,33119,"33112",customformelement,field,combo,"","","",Effekt af tiltag,DA
scan_hide,form33026,33026,EHS - Miljø,33125,"33112",customformelement,field,text,"","","",Kommenter effekt,DA
scan_hide,form33026,33026,EHS - Miljø,33126,"33112",customformelement,field,radiobutton,"","","",Behov for handleplan?,DA
scan_hide,form33026,33026,EHS - Miljø,33127,"33112",customformelement,field,radiobutton,"","","",Handleplan oprettet (i SN),DA
scan_hide,form33026,33026,EHS - Miljø,33129,"33112",customformelement,field,decimal,"","","",Handleplingsplannr. i SN?,DA
scan_hide,form33026,33026,EHS - Miljø,33130,"33112",customformelement,field,string,"","","",Handlingsplan oprettet af?,DA
scan_hide,form33026,33026,EHS - Miljø,33131,"33112",customformelement,field,text,"","","",QEHS vurdering,DA
scan_hide,form25948,25948,EHS - Tilløb Til Ulykker,33492,"28179",customformelement,field,relation,"","",form8285,Risikovurdering,DA
scan_hide,form33507,33507,EHS - Miljøemne,33508,"",customform,field,string,"","","",Tekst,DA
scan_hide,form33026,33026,EHS - Miljø,33514,"33031",customformelement,field,combo,"","","",Kategori,DA
scan_hide,form33026,33026,EHS - Miljø,33520,"33031",customformelement,field,relation,"","",form8285,Risikopotentiale,DA
scan_hide,form33529,33529,Tidspunkter,33530,"",customform,field,string,"","","",Tidspunkt,DA
scan_hide,form33026,33026,EHS - Miljø,33583,"33027",customformelement,field,relation,"","",form33529,Ca. tidspunkt for hændelsen,DA
scan_hide,form33026,33026,EHS - Miljø,33590,"33031",customformelement,field,date,"","","",Hvornår?,DA
scan_hide,form33026,33026,EHS - Miljø,33595,"33031",customformelement,field,relation,"","",form33529,Tidspunkt:,DA
scan_hide,form33026,33026,EHS - Miljø,33612,"33112",customformelement,field,combo,"","","",QEHS klassificering af hændelsen,DA
scan_hide,form33026,33026,EHS - Miljø,37993,"38038",customformelement,field,relation,"","",form37866,Område,DA
scan_hide,form33026,33026,EHS - Miljø,33706,"33031",customformelement,field,listselect,"","",form44932,Navn på kemikalie,DA
scan_hide,form33026,33026,EHS - Miljø,33711,"33031",customformelement,field,text,"","","",Faresætninger (H-sætninger),DA
scan_hide,form33026,33026,EHS - Miljø,33721,"33031",customformelement,field,string,"","","",Mængde:,DA
scan_hide,form33781,33781,CMS - Liste med H-sætninger,33782,"",customform,field,string,"","","",H-Nr.,DA
scan_hide,form33781,33781,CMS - Liste med H-sætninger,33784,"",customform,field,text,"","","",H-Sætning,DA
scan_hide,form33781,33781,CMS - Liste med H-sætninger,33823,"",customform,field,radiobutton,"","","",LBK Gift?,DA
scan_hide,form33781,33781,CMS - Liste med H-sætninger,33824,"",customform,field,imagesplitselect,"","","",GHS,DA
scan_hide,form33781,33781,CMS - Liste med H-sætninger,33847,"",customform,field,imagesplitselect,"","","",GHS-Faresymbol (Sekundær),DA
scan_hide,form33781,33781,CMS - Liste med H-sætninger,33849,"",customform,field,imagesplitselect,"","","",GHS-Faresymbol (Tertiær),DA
scan_hide,form33781,33781,CMS - Liste med H-sætninger,33978,"",customform,field,radiobutton,"","","",Anmeldelsespligt,DA
scan_hide,form33026,33026,EHS - Miljø,34038,"33112",customformelement,block,"",layout_fieldset,"","",Påkrævede handlinger og vurderinger,DA
scan_hide,form33026,33026,EHS - Miljø,34043,"34038",customformelement,block,"",layout_fieldset,"","",Mennesker,DA
scan_hide,form33026,33026,EHS - Miljø,34048,"34038",customformelement,block,"",layout_fieldset,"","",Miljø,DA
scan_hide,form33026,33026,EHS - Miljø,34053,"34038",customformelement,block,"",layout_fieldset,"","",Omdømme,DA
scan_hide,form33026,33026,EHS - Miljø,34058,"34043",customformelement,field,relation,"","",form8285,Akut helbredsfare,DA
scan_hide,form33026,33026,EHS - Miljø,34256,"34043",customformelement,field,relation,"","",form8285,Længerevarende helbredspåvirkning,DA
scan_hide,form33781,33781,CMS - Liste med H-sætninger,34063,"",customform,field,combo_multiple,"","","",Påkrævet handling,DA
scan_hide,form33026,33026,EHS - Miljø,34117,"33031",customformelement,field,combo,"","","",Hvilke ressourcer spildes,DA
scan_hide,form33026,33026,EHS - Miljø,34131,"33031",customformelement,field,combo,"","","",Hvem har rapporteret?,DA
scan_hide,form33026,33026,EHS - Miljø,34139,"33031",customformelement,field,string,"","","",Navn på klager,DA
scan_hide,form33026,33026,EHS - Miljø,34144,"33031",customformelement,field,string,"","","",Adresse på klager,DA
scan_hide,form33026,33026,EHS - Miljø,34149,"33031",customformelement,field,decimal,"","","",Postnummer,DA
scan_hide,form33026,33026,EHS - Miljø,34154,"33031",customformelement,field,decimal,"","","",Telefonnummer:,DA
scan_hide,form33026,33026,EHS - Miljø,34161,"33031",customformelement,field,email,"","","",Mailadresse:,DA
scan_hide,form33026,33026,EHS - Miljø,34166,"33031",customformelement,field,string,"","","",By,DA
scan_hide,form33026,33026,EHS - Miljø,34185,"33031",customformelement,field,date,"","","",Henvendelse modtaget:,DA
scan_hide,form33026,33026,EHS - Miljø,34235,"33031",customformelement,field,combo,"","","",Modtaget via:,DA
scan_hide,form33026,33026,EHS - Miljø,34241,"33031",customformelement,special,"","",layout_buttonupload,"",Vedhæft mail eller brev,DA
scan_hide,form33026,33026,EHS - Miljø,34263,"34048",customformelement,field,combo_multiple,"","","",Orientering til:,DA
scan_hide,form33026,33026,EHS - Miljø,34270,"34048",customformelement,field,radiobutton,"","","",Orientering gennemført?,DA
scan_hide,form33026,33026,EHS - Miljø,34275,"34048",customformelement,field,date,"","","",Dato for orientering,DA
scan_hide,form33026,33026,EHS - Miljø,34282,"34048",customformelement,field,relation,"","",form8285,Potentiel miljøpåvirkning,DA
scan_hide,form33026,33026,EHS - Miljø,34288,"34053",customformelement,field,relation,"","",form8285,Potentiel omdømmepåvirkning,DA
scan_hide,form33026,33026,EHS - Miljø,34316,"34043",customformelement,field,combo_multiple,"","","",Igangsatte tiltag til at afbøde effekt,DA
scan_hide,form33026,33026,EHS - Miljø,34367,"34048",customformelement,field,text,"","","",Grundlag for vurdering af miljøpåvirkning,DA
scan_hide,form33026,33026,EHS - Miljø,34372,"34043",customformelement,field,text,"","","",Grundlag for vurdering af helbredspåvirkning,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34462,"32576",customformelement,field,string,"","","",Efternavn,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34470,"32564",customformelement,field,relation,"","",form33529,Ca. tidspunkt for ulykken,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34476,"32568",customformelement,field,string,"","","",Arbejdsfunktion på ulykkestidspunktet,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34481,"32568",customformelement,field,combo,"","","",Situation,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34486,"34669",customformelement,field,relation,"","",form39413,Hændelsestype,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,39438,"34669",customformelement,field,relation_multiple,"","",form39426,Specifikt,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,39499,"34674",customformelement,field,combo,"","","",Konsekvens,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34491,"34659",customformelement,field,combo_multiple,"","","",Skade,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34595,"32564",customformelement,block,"",layout_fieldset,"","",Legemsdel,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34500,"34659",customformelement,field,combo,"","","",Sår og overfladiske skrader,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34505,"34659",customformelement,field,combo,"","","",Knoglebrud,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34510,"34659",customformelement,field,combo,"","","","Ledskred, forstuvninger og forstrækninger",DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34515,"34659",customformelement,field,combo,"","","",Tab/knusning af legemsdel,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34520,"34659",customformelement,field,combo,"","","",Hjernerystelse og indre skader,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34525,"34659",customformelement,field,combo,"","","","Forbrænding, ætsning og forfrysning",DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34530,"34659",customformelement,field,combo,"","","",Forgiftning og infektion,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34535,"34659",customformelement,field,combo,"","","",Drukning og kvælning,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34543,"34659",customformelement,field,combo,"","","","Lyd, vibrationer eller tryk",DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34548,"34659",customformelement,field,combo,"","","","Ekstreme temperaturer, lys eller bestråling",DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34553,"34659",customformelement,field,combo,"","","",Chok og psykisk belastning,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34558,"34659",customformelement,field,combo,"","","",Anden eller uoplyst skade,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34600,"34595",customformelement,field,combo_multiple,"","","",Legemsdel,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34605,"34595",customformelement,field,combo,"","","",Hoved,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34610,"34595",customformelement,field,combo,"","","",Hals,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34615,"34595",customformelement,field,combo,"","","",Ryg  inkl. rygsøjle,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34620,"34595",customformelement,field,combo,"","","",Krop og organer,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34625,"34595",customformelement,field,combo,"","","","Skulder, arm, hånd",DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34630,"34595",customformelement,field,combo,"","","","Hofte, ben, fod",DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34635,"34595",customformelement,field,combo,"","","","Hele legemet, flere legemsdele eller psyken",DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34640,"34595",customformelement,field,combo,"","","",Andre dele af legemet eller uoplyst,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34659,"32564",customformelement,block,"",layout_fieldset,"","",Skade,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34669,"32564",customformelement,block,"",layout_fieldset,"","",Hændelsestype,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34674,"32621",customformelement,block,"",layout_fieldset,"","",Følgevirkninger,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34679,"34674",customformelement,field,combo,"","","",Følgevirkninger,DA
scan_hide,form1220,1220,Forbedringsforslag,37484,"1223",customformelement,field,string,"","","",Begrundelse for ny beslutningstager,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34689,"32564",customformelement,field,date,"","","",Hvornår?,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34695,"32564",customformelement,field,relation,"","",form33529,Tidspunkt,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34707,"32564",customformelement,special,"","",layout_linebreak,"",Blank linje,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34713,"32568",customformelement,field,string,"","","",Beskriv nærmere,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34721,"32564",customformelement,special,"","",layout_linebreak,"",Blank,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34739,"32576",customformelement,field,combo,"","","",Erfaring i den udførte funktion,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34747,"32576",customformelement,field,combo,"","","",Antal arbejdstimer på skadestidspunkt,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,34800,"",customform,field,userrelation_multiple,"","","",Send orientering til,DA
scan_hide,form1220,1220,Forbedringsforslag,34852,"1226",customformelement,field,userrelation,"","","",Ansvarlig for opfølgning,DA
scan_hide,form1220,1220,Forbedringsforslag,34859,"1226",customformelement,field,date,"","","",Deadline for opfølgning,DA
scan_hide,form33026,33026,EHS - Miljø,35000,"34053",customformelement,special,"","",layout_text,"","Hvis hændelsen har karakter af alvorlig eller derover, skal PETKI kontaktes på 2340 3128",DA
scan_hide,form1401,1401,Korrigerende handling,35048,"",customform,field,userrelation,"","","",Ansvarlig for evaluering,DA
scan_hide,form1401,1401,Korrigerende handling,35114,"1404",customformelement,field,userrelation_multiple,"","","",Hvem har udført opgaven?,DA
scan_hide,form1401,1401,Korrigerende handling,35154,"1405",customformelement,field,radiobutton,"","","",Effekt af korrigerende handling,DA
scan_hide,form1401,1401,Korrigerende handling,35159,"1404",customformelement,field,date,"","","",Deadline for evaluering,DA
scan_hide,form1401,1401,Korrigerende handling,35269,"1405",customformelement,field,attachfile,"","","",Upload dokumentation,DA
scan_hide,form1401,1401,Korrigerende handling,35408,"1405",customformelement,special,"","",layout_linebreak,"",blank 15px,DA
scan_hide,form1401,1401,Korrigerende handling,35428,"1403",customformelement,field,checkbox,"","","",Flyt deadline,DA
scan_hide,form1401,1401,Korrigerende handling,35433,"1403",customformelement,field,text,"","","",Begrundelse for ændring af deadline,DA
scan_hide,form1401,1401,Korrigerende handling,35438,"1403",customformelement,field,date,"","","",Ny deadline,DA
scan_hide,form1401,1401,Korrigerende handling,35453,"1405",customformelement,field,texthistory,"","","",Supplerende korrigerende handling,DA
scan_hide,form1401,1401,Korrigerende handling,35466,"3323",customformelement,field,text,"","","",Beskrivelse af afvigelsen,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,36136,"32621",customformelement,field,listselect,"","",document,Vedhæft instruks,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,36141,"32621",customformelement,field,radiobutton,"","","",Instruktion er:,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,36151,"32649",customformelement,field,combo_multiple,"","","",Ved skadesbehandling - Hvem var involveret?,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,36233,"32621",customformelement,field,date,"","","",Instruktion oprettes/rettes senest,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,36249,"",customform,block,"",layout_fieldset,"","",Evaluering og Læring af ulykke,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,36265,"34674",customformelement,field,string,"","","",Resultat af behandling:,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,36285,"36249",customformelement,field,combo,"","","",Hvordan har vores håndtering været?,DA
scan_hide,form25948,25948,EHS - Tilløb Til Ulykker,36296,"26551",customformelement,field,checkbox,"","","",Svære pladsforhold,DA
scan_hide,form25948,25948,EHS - Tilløb Til Ulykker,36305,"28184",customformelement,field,radiobutton,"","","",Anbefales sanktion af medarbejder?,DA
scan_hide,form27451,27451,Kontrol af vægte - Garveri,36374,"28206",customformelement,field,output,"","","","Ved afvigelse kontaktes teknisk afdeling. Der tillades en afvigelse på +/- 1,5 kg.",DA
scan_hide,form27451,27451,Kontrol af vægte - Garveri,36376,"28209",customformelement,field,output,"","","","Ved afvigelse kontaktes teknisk afdeling. Der tillades en afvigelse på +/- 1,5 kg.",DA
scan_hide,form27451,27451,Kontrol af vægte - Garveri,36377,"28188",customformelement,field,output,"","","",Ved afvigelse kontaktes teknisk afdeling. Der tillades en afvigelse på +/- 500 kg.,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,36445,"36249",customformelement,field,radiobutton,"","","",Skal der oprettes et forbedringsforslag?,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,36451,"36249",customformelement,field,inline,"","",form1220,Opret forbedringsforslag,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,36586,"36249",customformelement,field,radiobutton,"","","",Er der oprettet instruktion?,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,36592,"36249",customformelement,field,listselect,"","",document,Vælg instruktion,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,36603,"32649",customformelement,field,userrelation_multiple,"","","",Ansvarlig for oprettelse af instruktion,DA
scan_hide,form27451,27451,Kontrol af vægte - Garveri,36719,"",customform,field,autonum,"","","",Skema,DA
scan_hide,form36760,36760,Scan-Hides områder,36761,"",customform,field,string,"","","",Tekst,DA
scan_hide,form37607,37607,S-H Samtale referater,37609,"",customform,field,string,"","","",Samtale med,DA
scan_hide,form37607,37607,S-H Samtale referater,37610,"",customform,field,date,"","","",Samtaledato,DA
scan_hide,form37607,37607,S-H Samtale referater,37611,"",customform,field,texthistory,"","","",Referat af samtale,DA
scan_hide,form37607,37607,S-H Samtale referater,37612,"",customform,field,combo,"","","",Vurdering af kundetilfredshed,DA
scan_hide,form37607,37607,S-H Samtale referater,37639,"",customform,field,date,"","","",Seneste dato for næste vurdering,DA
scan_hide,form2488,2488,Kundekartotek,37645,"13643",customformelement,field,inline,"","",form37607,Dato for seneste kundesamtale,DA
scan_hide,form37607,37607,S-H Samtale referater,37668,"",customform,special,"","",createdby,"",Oprettet af,DA
scan_hide,form1220,1220,Forbedringsforslag,37820,"1224",customformelement,field,date,"","","",Deadline for beslutning,DA
scan_hide,form37857,37857,Områder på Scan-Hide-1503,37858,"",customform,field,string,"","","",A-værdi,DA
scan_hide,form37866,37866,Underområder-150323,37867,"",customform,field,string,"","","",B-værdi,DA
scan_hide,form37866,37866,Underområder-150323,37871,"",customform,field,relation,"","",form37857,Pegepind til A-Værdi,DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,37973,"38004",customformelement,field,relation,"","",form37857,Afdeling (hvor det skete!),DA
scan_hide,form32563,32563,EHS - Arbejdsulykker,37979,"38004",customformelement,field,relation,"","",form37866,Område,DA
scan_hide,form25948,25948,EHS - Tilløb Til Ulykker,38012,"28179",customformelement,block,"",layout_fieldset,"","",Hvor er det sket?,DA
scan_hide,form1089,1089,Afvigelse,38049,"1095",customformelement,block,"",layout_fieldset,"","",Hvor skete afvigelsen,DA
